total_posts,unique_authors,avg_words_per_post,avg_chars_per_post,date_min_utc,date_max_utc,median_words_per_post,p90_words_per_post
30000,24724,161.71,839.14,2019-07-28 01:33:34+00:00,2020-11-24 02:30:46+00:00,125.0,375.0
